,Review,Grade
64,"The game is just unfinished. It's totally uncleaned, the designs are bad, the graphics are trash, the ost is boring, everything here is wrong. The prior games look better than this. This game could easily be made in Nintendo 64. The gameplay is boring, the story is short, there is not even a single good thing in Pokemon Sword and Shield. It's just a way of the company making money. A offense for the fans. Collapse",0
65,Deletes your save data for other games like splatoon and let's go. DO NOT DOWNLOAD FROM ESTORE,0
66,"The core of the Pokemon experience is there (albeit in a highly stripped and watered down version compared to past entries in the series), but the entire game lacks polish. Apart from the Wild Area, there is very little to explore in this game. Routes are linear hallways designed to move you from A to B. The game's animations are very poor and for the most part recycled from previous 3DS entries. The rushed nature of the game is also very apparent after gym 5, as the game becomes extremely streamlined and the animations dip in quality substantially after this point. I would not be surprised to hear that this game was rushed out the door for the Christmas season.

Overall, the entire game can easily be completed in 12 hours, there is little to do after the end credits, and what you can do gets repetitive very quickly. While you play you will be faced with busy, grating music that will make you desperate to go out of your way to find the NPC that will allow you to MUTE it. While the game is not fundamentally broken it is not at all worth the retail price and I would recommend purchasing any of the older Pokemon games rather than buying this one. Collapse",3
67,"An incomplete game, like her sister. Gamefreak could've taken the time to really optimize their game, include all the moves and pokemons, as well as the features of the older installments, but they couldn't wait long enough for their next paycheck.
I hope they learn a lesson from this, because I surely did.
And I sure do hope this game franchise dies with diginity, because otherwise this incompetent studio is going to run it to the ground. Collapse",0
68,"At the beginning of the game, serious performance issues are already notorious. The game lags in certain parts and there are awkward moments where nothing is happening and you're just waiting for a cutscene to resume. The handholding is unbearable and the Kanto-throwbacks are off the charts. Charizard will get praised half a dozen times before you can pick your first Pokémon. Hop is a cheap knockoff of Hau and thus the game breaks the long tradition of making every new rival unique in some way.

As the game goes on, you begin to notice that GameFreak engaged in false advertising. We were promised that the models had been remade from scratch. However, the meshes are the exact same in most cases. The few exceptions are models that got minor updates around the mouth area, presumably to eat curry. Some textures got updated but there are indications that the process might have been automated. Indeed, there isn't even a distinction between, say, the eyes and the fur of a Pokémon. Instead, they look entirely like inflatable balloons. The animations, it can be shown, have been reused too. In that direction, even the game engine was demonstrably forked from Let's Go. It's too hard to see what is made ""from scratch"" in this game, as even the music is a remix of sample libraries from 2013.

The Galar region looks gorgeous in pictures but it has serious issues when you actually play it. The routes are small corridors without any intricacy. Even the wild area can be traversed in a few minutes. The forests and caves are not puzzling in any way. There is no sense of exploration or adventure. Many buildings are completely locked. The ones you can enter might look the exact same inside as they didn't even bother to shuffle furniture around. Trees look like they were imported from the Nintendo 64. The berry trees in particular look completely out of place, as if they were from another game entirely; it's really incredible that there was such a massive oversight and nobody raised an objection. There was no effort to make the water look good and the reflections are buggy. The grass and terrain textures are an eyesore. Walls and caves textures are straight out of the Sega Dreamcast. Weather is illogical and poorly implemented. You can ""ride"" trains but they didn't even bother animating it as it's just a black screen and you have magically teleported: even Gold and Silver had more effort into it. To top it all, time bizarrely freezes when you use stairs.

Instead of being allowed to ride your Pokémon, you're stuck with a goofy bike that even works on water. Pokémon don't have turn animations and they pop in and out of nowhere which is very awkward and breaks the immersion, defeating the entire point of overworld encounters. Then again, trees and people do it too. You are also not allowed to even throw a Poké Ball at higher level Pokémon so it's hard to see what is the point of including them so early into the game. You can't pet your Pokémon and the Pokémon Camp is an inferior version of Pokémon Amie and Refresh. The option to play with a ball is so poorly programmed that it's hard to believe it passed the testing stages. In battles, big species like Wailord and Tyranitar are butchered by the downscaling algorithm. There are many bugs that are baffling such as trainers disappearing when certain attacks are used. We were promised this would be the game that long time fans had been waiting for but that seems extremely unlikely.

The story is dull, rushed and boring. Interesting side characters get little screen time. It's obvious the story was not their focus this time. However, the game is not cohesive in any way so it's hard to see what even was their focus this time. Indeed, there is very little content as there's barely any postgame at all while the main story can be leisurely beaten in 12 hours assuming you aren't the kind of player that loses to NPCs. Some towns have interesting themes but they are massively underdeveloped and the ""city"" surrounding the Battle Tower is peak laziness: it's just a cardboard background. The region feels lifeless in general and the subpar method chosen to spawn people doesn't help. Major features like the GTS were cut and simple features like volume control are locked under key items. The level scaling is very poor as you're massively overleveled early on without any grinding, then there is a sudden spike in difficulty that can't be accounted for, and finally you go back to being overleveled even if you skip optional battles.

In short, this game is awful for advanced players, mediocre for casual players and it's desirable that this is nobody's first Pokémon game, least they get the wrong impression. It is the worst Pokémon main duo ever released and the only positive aspects are derived from the standard Pokémon formula. Being understaffed isn't even remotely enough to explain the unacceptable low quality of these games; GameFreak has severe leadership issues. Collapse",3
69,Lots of reports about it deleting your save data for other switch games. Should be considered a virus rather than a game,0
70,"This game is like an uncooked unseasoned potato: Bland and simple.

It lacks the depth of any other game, being a straight line through. No hidden paths or secrets. And once you finish the main story that's it, you are done. You unlock the ""battle tower"" which has even less features than any prior simple ""battle tower"" and absolutely nothing else.

The only positives are some good new Pokemon designs, but the excitement over new Pokemon is dulled thanks to the National Dex cut meaning that I can't even be sure that I can keep them with me.

Dynamaxing is fine but ultimately hollow. It combines mega evolution and z moves and manages to capture the worst of both. Even those who enjoy it can look forward to it being cut from the next game.

Curry and Camping are barely even relevant to gameplay, and serve no purpose aside from being something they can add to the games ""features list"". As though they were added to meet a quota.

This is a disgrace to the franchise, and it saddens me to see my favourite brand doing so poorly. Collapse",1
71,"From my Sword review:

Sword and Shield is a shameless, rushed cashgrab.
These games are easily one of the biggest disappointments in 2019, and one of the worst JRPGs in recent years, and perhaps one of the worst switch games thus far.

The positives of SwSh are few, but they're there. For one, the moveset availability is a lot better since while it sucks to have the good attacks go back to the 1 use TM system known as TRs, at least moveset potential is still flexible.

The new pokemon is always a good addition to the ever increasing size of the amount of pokemon that well... would have existed.

SwSh also brings back the smug @sshole rival archetype that wasn't seen since Silver in gen 2 and it's remakes.

Yet these are a few compared to the few of many huge downsides below:

SwSh most common and biggest problem is the cut pokemon. You can't transfer any pokemon from previous games that aren't in the Galarian dex into the games. You have to wait for that potential cashgrab known as Pokemon Home as well. Plus you can't even inject, or even attempt to play as the missing pokemon. Only some of the ones not part of the dex are programmed in, and they're the starters and some legendaries. At least in gen 3, the missing pokemon were programmed in, and you could use gameshark to play with them.

SwSh also removes mega evolutions, and z-moves and creates yet another gimmick which is inferior, and more broken to the 2 separately. Dynamax and Gigantamaxing are poor gimmicks which only benefit the fast, and powerful mons. What it does is it increases the hp temporarily, and turns all attacks in dyna/giga attacks which are powerful attacks that each one has a secondary effect. All status moves turn into protect. Essentially a temp hp boost with z-moves, and it doesn't take up an item slot.
This sucks since it just means that in game, the ace mons that are giga/dyna often die in very anti-climatic means, and in competitive play, these mechanics force the other player to utilize it to stand a chance.

Graphically, the game looks even worse than 3H. Water reflections are off, theres those infamous n64 trees, and the texturing is PS2 tier. Which is an honest to god achievement, how does a game manage to look worse than 3H on the same console. At least 3H has great gameplay, and decent story for the most part, SwSh has none of that.

The technical aspects, and animations of SwSh is truly atrocious. The games have hideous draw distance, and random FPS drops. the game that does ZA WARUDO whenever the player fishes, or climbs a ladder. Horrible graphics in general, terrible scaling especially for mons like Wailord and Tyranitar. The animations look especially bad on a lot of attacks. The infamous double kick animation, and even the important plot cut scene with the box art legendaries when they just turn around in place.

The GTS is also looking to be missing which is another huge downside, considering the GTS was pretty much a series staple, and to see it removed adds to the ever growing list of features GF introduces then throws out in the next gen.

The main story is really short, you could probably finish it in 8-10 hours, and the intrusive dialogue from S/M makes a return in SwSh, meaning the biggest problem with S/M is back again in these set of games. No you cannot skip the dialogue, only the actual cutscenes.

EXP Share is on permanently and is no longer a key item. This means that training up a low leveled will lead to your other mons being massively overleveled. Oh and for some reason sound settings are locked behind a key item which you have to get from a rather easily miss able NPC.

The post game is once again barren, perhaps even moreso than XY. You get 2 hours worth of post game, and it's mostly just going to the other gyms and fighting dynamax mons, and then fighting the box art legendaries. That's seriously it. Oh and you can do a gimped battle tower if you really wanted to.

The biggest crime of them all though. It has most of the flaws which I listed above, and it costs $60 USD. Yeah that's the same price as a triple A game, yet this game is basically a shovelware tier joke.

Seriously this is supposed Pokemon's mainline series debut on a console? This is what it has to offer? Nothing but pure disappointment, and a total step backwards from a 3DS game? The GC spin offs, and Wii's Battle revolution were a better taste of what a main series pokemon game on a console could have been. But alas here we are, sitting here with quite possibly the worst set of pokemon games ever, and disappointed again after a slew of mediocre 3DS games.

Stay away from these games, it's not worth your money at all. Collapse",2
72,"This review contains spoilers. so awaful
story , ost , character , UI , all boring
nooooooooooooooooooo！ Collapse",0
73,This is the most important review you will ever read on metacritic. These are the best games ever made. The criticisms are unfounded and dumbfounded. Why are you complaining about only having 400 pokemon to play as? Other RPGs like final fantasy and xenoblade and persona typically only have 7ish characters to play as. Yet people are upset about 400? Bad argument. Bad graphics? That's not true. These games are cartoony beautiful appealing graphics. They'retimeless. I think the Thanos snap of pokemon is the best thing to happen to the series. It exposes the fake fans and shows who really cares about pokemon. If you dislike these games then you need to purchase them again and try again. And if you don'tbuy them then dont talk. . Collapse,10
74,"I’ve been a Pokémon fan for a very very long time, more or less my whole life.

I can’t say I’ve fully enjoyed an instalment in the franchise since Black and White 2... 8 years ago. Even still, I put up with X and Y’s vapid storytelling and Sun and Moon’s mediocrity because the core elements of the game were still fun to me.

Sword and Shield truly excited me conceptually as it was the first time GameFreak would be delving into a proper home console with a substantial increase in horsepower over the handhelds.

My imagination and hopes ran wild at the possibilities of a new Pokémon game on the Nintendo Switch. But as footage of the game was leaked and the developers started discussing and showcasing it, my honest hopeful excitement turned to confused ambivalence.

The wild area looked cool sure, but the graphics looked exactly like they did in Sun and Moon, with a HD facelift. The animations looked dreadful and considering that creating “higher quality animations” was their excuse for axing more than HALF of the Pokédex from the game, doubt and dismay began to replace my anticipation for these games.

They came out. I played Shield. I finished it and felt totally and utterly cheated. The narrative is non-existent, the characters are rehashed from previous entries and are more two dimensional than the games from 1996. The battle formula of course is more or less set in stone and can’t really be changed but there is such an utter lack of innovation, they play and look exactly like they have for the last 7 years, just with slightly more polished graphics. The wild area is a buggy, unfinished mess that still harbours the games most fun elements. The idea is fantastic conceptually but the execution is so haphazard and rushed, that it fails to achieve anything it sets out to do on an immersive level. The enemy team are completely un-intimidating, uninteresting and uninspired. A bootleg Team Skull. The twist villain is the most predictable part of this thin storyline and literally just allows himself to be apprehended upon defeat. The game is just unbearably simplistic in every conceivable way. Dynamaxing is such a lame gimmick, the novelty wears off after the fourth time seeing it. Mega Evolution was so much more interesting and had way more potential, hell even Z moves are cooler and more unique than this. It’s just scaled models with the occasional unique change, but these unique “gigantamax” models are very few and far between, not to mention a pain in the ass to get for yourself.

Not to mention that the game is just feebly easy, with every opponent in your way getting utterly flattened with little to no effort for extra training. The constant and fixed use of the exp share mechanic makes training Pokémon feel so much less fulfilling. You could catch one and literally never use it, but if you keep it in your party it will just raise itself via piggybacking off of the exp that it’s teammates gather. I practically sleepwalked through this bore fest, as my input made little difference to the inevitable outcome of victory.

This game feels like it was phoned in. Nothing more than a shoddy port from 3DS era technology that’s been rushed out and shipped for full price in time for the Christmas shopping.

And after all that disappointment and GameFreak's broken promises, they now have the blatant audacity to try and make us give them even more money for an expansion pass full of content that should’ve been in the initial game at release. Especially considering I spent £50 for a game that took me 15 HOURS to complete blind, from start to finish including the pathetic amount of endgame content. The handheld games that cost nearly half the price took me at least double the time to complete on my first play through because I took my time and actually cared about the actions I took while playing. I didn’t to care in these games because they pretty much played themselves.

This expansion pass is the final straw for me and this franchise I think. I can’t take this constant disappointment anymore. Something needs to change dramatically and fast for me to continue caring about this creatively bankrupt, once great franchise.

Thanks GameFreak, for ruining something I used to hold dear for the sake of monetary gain. Collapse",3
75,"Simply put, Pokemon Sword and Shield can best be described as phoned in games that take one step forward and 3 steps back for the Pokemon series.

The Bad: When Gamefreak said they were cutting down the number of available of Pokemon in the game in order to improve the models and animations I was hopeful that we would finally get a main game that had animation quality equal to or surpassing games like Battle Revolution (a Wii game from 2006). Instead we get terrible animations where barring signature moves, most Pokemon have a single unique animation or just hop in place to attack and which one they use seems incredibly arbitrary and can lead to comically awful results like pokemon doing a kicking animation for a charging or punching attack and just hopping in place for kicking attacks. In addition, many of the idle animations seem lifeless. In a game that’s main gameplay loop revolves around battles, this is unacceptably bad. Another aspect where this game fails is the content. The routes in this game are incredibly short and linear compared to previous generations and offer no ability or incentive to explore since there are no optional routes and only one item that allows you to explore additional areas that is used in 1 route you can backtrack to. There’s also almost no endgame since the only things you unlock after the endgame are stupidly rare gigantamax raids and the Battle Tower. There are no new routes or optional legendaries to explore/find. Compounding this, all of the towns are small and offer no fun activities to do outside of checking out new clothing options in towns that have boutiques. There are only two “mini-quests” in the game that both occur in the same town. Where are series staples like the safari zone, arcades, and contests? As is you basically just go from town to town to complete the main story and then have nothing to do but grind out max raid battles and the Battle Tower. Finally, why did they remove QoL features like super training for easy EV training? Instead you have to put your Pokemon on jobs in your PC and then can’t use them until the job is done.

Finally, the online features are abysmal. Playing online in the Wild Area makes your game lag like crazy. They also removed the ability for you to search for online trades based on what you want and then see what others want in turn or vice versa, and instead force you to post a public trade offer and hope that whoever decides to take your offer has what you want... when there’s no in-game chat so you can say what you want. Finally, they didn’t put a refresh button for event cards so half the time you try to join someone else’s raids you discover they already have a full party or started the raid already.

The Good: I like a lot of the designs for this gen (which is admittedly entirely subjective). I love new mons like Appletun and Corviknight. Also, certain QoL features like being able to transfer egg moves between breeding partners are really convenient. Finally, the Wild Area is a (small, unpolished) step in the right direction for what the series can hopefully become. Collapse",5
76,"Pokemon Sword and Shield are brutally disappointing for a modern video game. When compared to the kind of detail and depth found in games on other consoles this game is blisteringly behind the times. At the same price point Bethesda, ubisoft, rockstar, and (dare I say it) EA are producing games that blow Pokemon out of the water. The Pokemon company could benefit from cutting ties from Gamefreak and allowing a more modern game developer run with the pokemon franchise. For as popular as pokemon is, they should be comparable to AAA games, rather than being Indy-quality. All of the above is not to mention the bugs, janky gameplay, lack of character voices, constantly interruptive dialogue, lack of post-game content, lack of a z-axis camera control, rushed storyline, and every other aggravating aspect that makes the game an underwhelming experience. Something I wish I had rented, rather than had bought. Collapse",1
77,I really like the new pokemon designs. but thats the only positive thing i can think out. they cut pokemons. there is a insane quantity of cutscenes that stops the flow and very short game for the series. there is not enough value for the price.,1
78,"This game is in my opinion the worst game in the series. I have played casual and competitive for the last few years (since Gen4) and I never saw such a poor Pokemon game! I will break down my review in two parts for casual and competitive players:
-----------------------------
Casual:
Lets start with the graphics. Its well known that they reused older models from the 3DS and some were just slightly altert. Still they say they had to redo everything ... a poor excuse too cut content from the game. The design of new Pokemon is a mixed bag. You got some really solid designs but on the other hand there are some really bad ones and some of them are just altert versions of older pokemon. Animations have been recycled as well. NPCs animation are the same as in USUM (of course not all of them) and Pokemon have a limited pool of animation when attacking or getting hit. Dynamax looks weird and is causing some weird visual glitches.

The story isn´t great either. Pokemon never had that great of a story, but this game just tops it all. I don´t remember anything special about it ... The rival(s?) has been the same for a few games now, there is now real bad guy in this game and the post game is content that would have fit in the main story. Since there is no bad guy the danger of the game is gone and you basically just have too do all the gyms and become champ. There is one part in the story were they try to implement a bad guy but he doesn´t do anything special.

The Gameplay has been downgraded as well. The exp-share is constantly active, you level way too fast and NPCs don´t understand how Pokemon work. Gone are the days of Megas and Z-Moves!
Dynamaxing becomes such a must, that the entirety of the game revolves around that mechanic. The first time it is fun, but after watching the same animation for 10 times you get bored of it very quickly. The concept is boring and a weak combination of Megas and Z-Moves.

Now to the part i was disappointed by the most: The Wild Area. This area is so poorly made it hurts. It looks bland, no details and it feels empty. Sure it made catching good Pokemon easier, but I can´t shake off the feeling that this could have been just another route. Every other place/route in the game looks more gorgeous and detailed than the wild area. The area is also very small. You can walk though it in the blink of an eye.

Something equally as bad are the new dens/raids. They made catching Pokemon easy as hell. The easy way to get Pokemon with hidden abilities, Pokemon with near perfect stats and evolved forms. This makes certain parts of the game less important: Breeding, trading and training. Why do all of these when you can just catch the Pokemon you want in the wild area in a raid? If you want to catch those Pokemon you have to defeat them first ... but it is not that easy. The raid Pokemon generate shields which nullify all damage, the are Dynamaxed for the entire battle and if you don´t play online your NPC partners don´t do anything useful in the fight. If you manage to defeat them you are able to throw a ball, but good luck catching them. The higher the difficulty, the lower the chance of catching the Pokemon (even lower if it is a Gigantamax-Pokemon). The rewards are free rare candy, TR (basically the older TMs which are destroyed when used) and some stuff for cooking.

-----------------------------
Competitive:

You really feel the cut of content here. Less Pokemon, no Megas or Z-Moves and a mechanic that takes over the entire way of playing the game. You are sadly forced to use Dynamax. If you do not you lost the battle because the mechanic is broken and can sweep a full team in VGC format. The meta will only contain a few Pokemon that everyone will use because the other ones won´t be viable.

-----------------------------
Conclusion:

If you want a stripped down Pokemon with poor design, less Pokemon than Gen 4 and removed features that made Pokemon what it is ... then go for it. It is sad to see this games getting less and less content or mechanics being removed for the sake of getting more casual. The game plays itself on auto-pilot and the experience is NOT worth the money. I will go back to older games and play them. If you bought this game let me tell you this: Go to the store you got the game from and get your money back or trade it for a Pokemon game on DS or 3DS - bettern known as the good Pokemon games. And I am not joking!

I left out a lot of things i don´t like about the games, but i just had 5000 characters to make this review. Be aware that there is even more stuff in the game, that will ruin your experience with the game. Collapse",2
79,"These games are absolutely fantastic. The Dynamax/Gigantamax mechanics are fun, the OST is fantastic, the characters are memorable and the visuals are stunning! Now. There are a few things keeping this game from a 10. There's a tiny bit of lag in some areas. Marnie doesn't feel developed enough. And the online can be **** sometimes (That's just because Nintendo Switch Online is hot garbage.). But there's a reason I'm giving it a 10 instead of the 9. To counteract the review bombing that this game is receiving. Collapse",10
80,"I wrote this whole big long reason for why I love Pokémon Sword and Shield over on Pokémon Sword but since I don’t want to waste another hour of my life I’ll summarize it. I like the story, characters, character development, Pokémon in it, and graphics.",10
81,"This game was made in really little time cutting the corners. To me it kind of fell soulless even tough it has his own good points like the characters and new pokemon designs (stonejourner is an exception).
Online services, grafic and animations are unacceptable.
The missing pokemons in the pokedex could have been easily added by hiring new programmers for the job.
Fake buildings with no doors and linear corridor like cities and routes (wrose than other pokemon games).
Oh and it's super short. Collapse",2
82,"I wanted to like this game very much. But I just couldn’t. Pokémon Sword and Shield felt completely uninspired, uncreative, and I felt no drive to keep on playing through it (But I did anyway).

Pros:
* Setting
* Very cute and cool new Pokémon
* Music for most of it (there were some repetitive songs that got really annoying like in the wild area)
* Wild area
* Playing with the toy and games like fetch with your Pokémon for about three minutes before it got boring
* More variety of types available (Ice, Fairy, Dark, Ghost, Fighting)
* More variety with the Gym leader types
* Get ability to “fly” early and no HMs

Cons:
* Not a lot of depth
* WAY TOO EASY
* Shared exp is STILL too much
* Story doesn’t really start kicking in until very late
* Characters were annoying (except Bebe and Marnie)
* Hop is an extremely boring character and his constant positivity and uncomfortable amount of worship towards his brother gets obnoxious after a while.
* Team Yell is useless
* Bike outfit is yuck
* The look and art of the interface, health bars, experience points were all very lazily done
* Charizard is no longer a Pokémon I enjoy anymore because of overstimulation
* The first play through should not leave me in a questioning state of “what was the point of any of this?”

While I personally think this game looks really good a lot of the time, there is a severe lack of depth and characters that players can connect to and enjoy. I think this game was lazily made and basically pushed out for profit and should’ve given it another year to maybe make a game worth playing. Collapse",2
83,At this rate I’ll never see the Pokémon game I dreamt of as a kid. A real looking Pokémon. Almost how the marvel cartoons have become the marvel movies. I hoped for that and I never should have. Because Nintendo can put out recycled uncreative trash like this and the demand for it is so high that people will just lie to themselves and say it’s good. There is no hope. Game Freak has failed.,0
84,"This game is lazy, not for the pokedex, for everything else.
The story is bad, the combat is the same as always but with a new stupid mechanic... Awful",1
85,Great game for Pokémon fans I think the reason why the graphics are not so good is because they wanted to focus on the gameplay!!! Worth your time.,10
86,it’s overhated it’s not a bad game or a good game but it’s still fun and that’s what matters i wouldn’t give it a 10/10 but i am to counteract the trolls in reality i’d give it a 8/10,10
87,"The absence of the National Dex in my opinion means nothing to me. Gen 3 didn't bother me when I couldn't trade up my boys then. The New Pokemon added in my opinion are some of the best in series. Most JRPG games let you have like 4-8 characters 400 is more than enough for me. The only problem I had with the game was the curry dex. Sword/Shield are leagues better than X/Y and Sun/Moon and i'm very happy with gyms being back, the quality of life buffs when it come to breeding/training competitive Pokemon and now there’s no need to backtrack half across the world to heal your entire team Collapse",10
88,"Wasted 60 doller on this... still regret buying it.
The game had so much potential but the execution is poor",0
89,"This is a below average game. it's fun and has nice art, but everything else is lackluster. The pop in is hilarious, most of the towns are tiny. There is a lack of meaningful exploration, and it has one of the worst stories in the history of the franchise. Online is almost unplayable, especially when trying to max raid with others. I do enjoy most of the new pokemon designs and think it might be the strongest group of new pokemon since gen 5 or maybe even 3. This isn't even getting into dexit and the things the game is lacking, because I need only talk about what's there to note why the game is so behind the times. It's immature in a way that I haven't seen in years from such a major studio, especially when put next to their Nintendo peers. Game Freak needs to do better than capitalize on ""fun,"" because this series' ceiling can reach so much higher.

By the way, 5 is an average game on my scale. Most people will find it playable and entertaining, but very few will think it innovates or is a must play game experience. Pokemon is fun and entertaining for sure, but its technical faults are as laughable as flat-earthers in 2019, and the storytelling and overall presentation shouldn't even be permissable on a handheld system. The game is certainly below average technically, has a below average story, and below average turn based gameplay, when compared to its peers. 4 out of 10 might be generous. Collapse",4
90,"Despite all the drama, I pre-ordered Shield and have sunk about 50 hours into it (I dawdled in the game, explored everything and caught almost all Pokémon). I'm a life-long Pokémon fan, with my first game being Pokémon Yellow, a game I played with my mum when I was 6 years old. I've played all the main series games and Pokémon has been quite an important part of my life. I am disappointed with this latest game, even more so than Sun and Moon. Quite a few aspects of the game are slow and boring (such as forced dialogue, walk a bit, more dialogue, walk some more, etc.). The story was simply lacking depth and I was not particularly interested in it. Essentially, the main story is that the playable character collects gym badges while the true hero of the game, the Champion, did all the exciting stuff 'behind the scenes'. My character didn’t feel like the hero, she was ‘just there’.
The whole Pokédex thing didn’t bother me, it’s not a major part of my reasoning for playing Pokémon. The designs of the new Pokémon are the best I’ve ever seen since gen III. I just wish that something like Pokémon amie, being able to pet my Pokémon had been included, rather than the slightly clumsy camping, with Pokémon sometimes struggling to interact with their toys. Camping quickly became something of a time-consuming chore rather than something to be enjoyed. Not a massive fan of the designs of the three starter Pokémon’s evolutions (with exception to Intelleon). They seemed a little lacklustre compared to previous generations. The animations of the Pokémon were about the same as the previous generations from the 3DS, just fewer Pokémon to play with.
The designs of the settings are lovely, and as a Brit myself I could see how lovingly British culture was incorporated into the dialogue, the Pokémon and the towns and countryside. However, this is spoiled by low-res textures and lumpy rocks and hills which could have had a bit more added to them. Some of the animations of the Pokémon aren’t great (and certain scenes were nothing short of shockingly poor for a game released in 2019). The towns and cities were all small and although aesthetically beautiful, there wasn’t much to explore. The Wild Area was exciting for the first ten hours of gameplay, but after that the charm wore off. My favourite thing about the wild area is that Hop, the rather annoying character (much like Hau from Sun and Moon) wasn’t around to hound me every step of my Pokémon journey. Pokémon battles were few and far between, and there was an over-reliance on the Wild Area to compensate for that.
I think if this game had spent a little longer in development, it would have been a truly amazing game. But this wasn’t the case, and I feel sad for those who clearly made an effort to lovingly design a game in a very small amount of time, perhaps being aware that they couldn’t put everything into it. And it really, really shows. Designs are fantastic, but the finished product feels rushed and haphazard, there’s virtually no end-game content, and the asking price of £50 is highly excessive considering that there are other games out there for the same price with much better content.
Nintendo, GameFreak, by bringing Pokémon to the big consoles, you’re swimming with the big fish. You need to up your game if you want to get better reviews in the future. A disappointing blip on the Pokémon franchise. I hope it improves; Pokémon has gotten me through some challenges in life and it’s sad to see the franchise take a tumble. I’ve humbly learned my lesson and will not pre-order another Pokémon game again. Collapse",4
91,"Easy 1/10. There are great ideas here like the wild area and the game is fun but no more so than older games. What that leaves us left to evaluate is content, and it is here that the game suffers horribly. Less than half of the old roster and environments that amount to long hallways can kill the enjoyment when you realise theres little to do when the games over.",1
92,"ok so it took me a month to actually rly rly get through this game because it was just so boring.
i originally gave it a 4.5
but i have to go down. this game is miserable.
the story sucks ass, like you cant even understand how bad, **** just happens for no reason...
the graphics are ps2, like jesus christ you will notice it.
the wild area feels good for like an hour AT MAX 2-3 bland, empty, nothing to do.
npcs in raids are actually retarded. you get magicarps and wobblefet into ur team. and that is rly rly bad. the pool of mons is rly small too...
the wil area pop in kills the idea of it. you dont see mons exept u are in front of them 2 meters away, Collapse",1
93,"The price increase of ""Pokemon Sword and Shield"" and their passage on a more powerful Console must necessarily lead to an overall technical and graphic improvement.
Pokemon Sword and Shield have a technical / graphic shortage. Now this is no longer admissible",0
94,"Perhaps in another circumstance I could have supported a downloadable content like the one proposed by Game Freak, but never given the current circumstances. Pokémon Sword and Pokémon Shield has turned out to be a launch that, despite successful sales, raised a lot of controversy. I don't think there was a worse time than this to announce an expansion pass with these characteristics. The Pokémon brand has deteriorated during the past 2019 due not only to a video game that does not include all the Pokémon, but to an improved communication by The Pokémon Company. Collapse",3
95,"This is my first pokemon game since the original red/blue, and when I first started it, it really did get its claws in me. But over time, the luster faded as I started to sense how rushed and lazy the game felt.

If you don't know what I mean by rushed and lazy, please take a long look at Team Yell.

Other Beef:

- Identical characters everywhere
- Bad translations all over the place. This is the first pokemon game on a major console. This thing should have been polished to a gleam.
- Dynamax system just seemed dragged fights out, and the moves were just replicas? I never understood that
- Sometimes there was absolutely nothing in between gyms
- Music was completely unspecial
- I don't know about you, but the actual pokemon have seemed to drop in originality/creativity over the years. There's an apple, a teapot, a cart filled with coal. Who thought these things up? Collapse",4
96,"The game just feels incomplete, the pop in of npc's can be at times jarring, the wild area feels lazy and empty, not to mention has the worst performance when online, the main feature. alpha sapphire, and ultra moon felt more complete. platinum, black & white, and black 2 & white 2, were just better games. The online just feels tacked on. The game is laughably easy compared to previous games.",3
97,"Una lastima que no consigan hacer un juego decente que niños y adultos puedan disfrutar, no necesitan genios guionistas de cine, un equipo de personas competentes serian capaces de con 10 consejos hacer una buena historia, pero por desgracia tenemos otra entrega mas de la franquicia que caerá en el olvido.

Los personajes son la cosa mas vacía que he visto en mucho tiempo, desde luego la peor de la saga, o empate con otras 3 al menos. El rival es cosa intensita, y los personajes que interacciones con nosotros en la aventura dan ganas de darles una patada en la boca a todos.

Lo de la zona central tipo mundo abierto y que los Pokemon de nivel superior aparezcan por ahí es buena idea, pero esta FATAL implementado. Los caminos entre ciudades son cortos y SUPER lineales.

La dificultad del juego es sin duda lo peor que tiene, he subido 4 equipos de Pokemon a mas del nivel 70 solo en una primera pasada del juego y sin farmear ni nada.

En fin, una lastima que al final la gente dejara de comprar estos juegos por la baja calidad que tienen y ya vendrán las lagrimas de la compañía. Collapse",4
98,"A pesar de todas las críticas decidí comprar el pokemon para tener una opinión certera de este juego. Y quedé completamente decepcionado.

- Los gráficos en algunos puntos como montañas o árboles son de nintendo 64 por decirlo mejor. La potencia de la consola no es excusa ya que The Witcher 3 hizo un juego de mundo abierto con gráficos que nunca había visto en Switch, súper detallados, por lo que jugar con estas gráficas se siente mal para un juego AAA.

- No se encuentran todos los pokémon. Aunque Game Freak había dicho que era por que requería mucho esfuerzo y mucho espacio para tenerlos a todos programados, cosa que les creímos, resulta que anunciaron una expansion donde van a colocar 200 pokemon más, otra vez, mintieron al poner de pretexto la capacidad del juego para que al final se una estrategia de venta.

- Es el juego de pokemon más corto y es increíblemente fácil, no representa ningún reto ni te motivan para la crianza. Además de que la historia es inexistente, de verdad no hay historia en este juego, es simplemente recorrer los gimnasios y ya. En los DLC recientemente anunciados van a colocar regiones nuevas con su respectivo pago, a solo dos meses de su lanzamiento... ¿por qué no colocar este contenido de un inicio? Por dinero claro, la codicia es exagerada en este juego ya.

En general, es un juego mediocre, gráficas de playstation 2, le falta contenido (el cual te venden en un DLC), le faltan pókemon (los cuales te venden en un DLC), le falta historia y le falta mucha jugabilidad. Además Game Freak ha mentido desde el inicio y ha dejado ver su verdadero rostro: codicia extrema al prostituir una saga con paywalls asquerosos. Collapse",1
